"","AGE","MARSTAT","CLASS","SEX","HHINCOME","RACE","RELIGION","HAPPY"
"1748","30to64","MARRIED","Upper salariat","Men",9,"white",0,24
"1749","Under30","MARRIED","Manual labour","Men",6,"white",0,18
"1750","30to64","MARRIED","Manual labour","Men",9,"white",0,20
"1751","Under30","SINGLE","Lower salariat","Men",7,"white",0,21
"1752","30to64","WIDOWED","Upper salariat","Women",8,"white",0,24
"1753","65plus","MARRIED","Manual labour","Men",7,"white",0,23
"1754","Under30","SINGLE","Lower salariat","Men",4,"white",1,24
"1755","30to64","MARRIED","Manual labour","Men",7,"white",0,20
"1756","65plus","WIDOWED","Routine nonmanual","Women",4,"white",0,16
"1757","65plus","SINGLE","Manual labour","Women",4,"white",0,21
"1758","65plus","MARRIED","Manual labour","Men",5,"white",0,24
"1759","65plus","WIDOWED","Self employed","Men",10,"white",0,25
"1760","65plus","WIDOWED","Manual labour","Women",2,"white",0,18
"1761","65plus","WIDOWED","Self employed","Men",8,"white",0,11
"1762","65plus","WIDOWED","Manual labour","Men",6,"white",0,22
"1763","30to64","SINGLE","Manual labour","Men",10,"white",0,20
"1764","30to64","MARRIED","Upper salariat","Women",8,"white",0,26
"1765","30to64","WIDOWED","Manual labour","Men",5,"white",0,19
"1766","30to64","MARRIED","Manual labour","Women",6,"white",0,20
"1767","30to64","MARRIED","Manual labour","Women",5,"white",0,23
"1768","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,22
"1769","Under30","MARRIED","Manual labour","Women",5,"white",0,20
"1770","30to64","SINGLE","Lower salariat","Women",8,"white",0,24
"1771","Under30","SINGLE","Manual labour","Men",4,"white",0,24
"1772","30to64","MARRIED","Self employed","Men",4,"white",0,21
"1773","30to64","MARRIED","Lower salariat","Women",10,"white",0,22
"1774","Under30","SINGLE","Manual labour","Men",7,"white",0,23
"1775","30to64","SINGLE","Routine nonmanual","Women",7,"white",0,16
"1776","30to64","SINGLE","Lower salariat","Women",8,"white",0,27
"1777","30to64","MARRIED","Manual labour","Men",7,"white",0,25
"1778","30to64","MARRIED","Manual labour","Men",8,"white",0,23
"1779","30to64","SEPARATED OR DIVORCED","Manual labour","Men",5,"white",0,17
"1780","30to64","MARRIED","Manual labour","Men",8,"white",0,28
"1781","30to64","SEPARATED OR DIVORCED","Upper salariat","Men",8,"white",1,21
"1782","30to64","MARRIED","Manual labour","Men",7,"white",0,24
"1783","30to64","MARRIED","Manual labour","Men",8,"white",1,25
"1784","30to64","SEPARATED OR DIVORCED","Upper salariat","Women",4,"white",0,22
"1785","30to64","MARRIED","Manual labour","Men",8,"white",0,26
"1786","30to64","MARRIED","Routine nonmanual","Women",9,"white",0,23
"1787","30to64","SINGLE","Lower salariat","Women",8,"white",0,26
"1788","30to64","MARRIED","Lower salariat","Women",9,"white",0,25
"1789","30to64","MARRIED","Manual labour","Men",8,"white",0,23
"1790","30to64","MARRIED","Manual labour","Men",5,"white",0,25
"1791","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",3,"white",0,19
"1792","30to64","MARRIED","Routine nonmanual","Women",6,"white",0,24
"1793","Under30","MARRIED","Lower salariat","Men",7,"white",0,28
"1794","30to64","SEPARATED OR DIVORCED","Manual labour","Men",8,"white",0,24
"1795","30to64","MARRIED","Self employed","Men",10,"white",0,21
"1796","30to64","MARRIED","Manual labour","Men",8,"white",0,22
"1797","Under30","SINGLE","Routine nonmanual","Men",6,"white",0,21
"1798","65plus","MARRIED","Lower salariat","Men",8,"white",0,26
"1799","65plus","WIDOWED","Manual labour","Women",4,"white",0,28
"1800","30to64","MARRIED","Lower salariat","Women",9,"white",0,25
"1801","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",4,"white",0,17
"1802","30to64","SINGLE","Manual labour","Men",7,"white",1,21
"1803","65plus","WIDOWED","Manual labour","Women",4,"white",0,25
"1804","30to64","MARRIED","Lower salariat","Men",8,"white",0,22
"1805","Under30","SINGLE","Manual labour","Men",6,"white",0,24
"1806","65plus","WIDOWED","Manual labour","Women",5,"white",1,16
"1807","30to64","SINGLE","Self employed","Men",6,"white",1,22
"1808","30to64","SINGLE","Manual labour","Women",7,"white",1,25
"1809","Under30","SINGLE","Manual labour","Men",3,"white",0,25
"1810","30to64","MARRIED","Manual labour","Men",8,"white",1,21
"1811","30to64","MARRIED","Routine nonmanual","Women",7,"white",0,23
"1812","Under30","MARRIED","Routine nonmanual","Women",8,"white",0,21
"1813","Under30","SINGLE","Manual labour","Men",10,"white",0,27
"1814","65plus","MARRIED","Routine nonmanual","Women",5,"white",0,25
"1815","30to64","SINGLE","Manual labour","Men",7,"white",1,28
"1816","30to64","MARRIED","Manual labour","Men",8,"white",0,26
"1817","30to64","MARRIED","Manual labour","Men",8,"white",0,26
"1818","Under30","MARRIED","Lower salariat","Women",10,"white",0,24
"1819","30to64","MARRIED","Upper salariat","Men",8,"white",1,28
"1820","30to64","MARRIED","Manual labour","Women",6,"white",0,22
"1821","Under30","SINGLE","Routine nonmanual","Women",8,"white",0,20
"1822","30to64","MARRIED","Lower salariat","Women",8,"white",0,26
"1823","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",6,"white",0,27
"1824","Under30","SINGLE","Manual labour","Men",7,"white",1,17
"1825","30to64","MARRIED","Upper salariat","Women",7,"white",0,26
"1826","30to64","MARRIED","Lower salariat","Men",9,"white",0,29
"1827","30to64","MARRIED","Manual labour","Men",10,"white",0,21
"1828","65plus","MARRIED","Routine nonmanual","Women",5,"white",0,23
"1829","Under30","SINGLE","Routine nonmanual","Women",5,"white",0,20
"1830","65plus","MARRIED","Upper salariat","Men",8,"white",0,24
"1831","Under30","SEPARATED OR DIVORCED","Routine nonmanual","Women",5,"white",1,27
"1832","30to64","MARRIED","Manual labour","Men",8,"white",0,28
"1833","30to64","WIDOWED","Routine nonmanual","Women",3,"white",0,24
"1834","Under30","SINGLE","Lower salariat","Men",9,"white",0,27
"1835","65plus","MARRIED","Manual labour","Men",4,"white",0,24
"1836","Under30","SINGLE","Lower salariat","Women",3,"white",1,26
"1837","65plus","MARRIED","Self employed","Men",4,"white",0,26
"1838","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",7,"white",0,23
"1839","30to64","SINGLE","Self employed","Men",5,"white",0,29
"1840","65plus","SINGLE","Self employed","Men",9,"white",0,28
"1841","65plus","WIDOWED","Manual labour","Men",5,"white",0,23
"1842","65plus","MARRIED","Lower salariat","Men",8,"white",0,24
"1843","65plus","WIDOWED","Lower salariat","Women",5,"white",0,27
"1844","65plus","MARRIED","Manual labour","Men",5,"white",0,27
"1845","Under30","SINGLE","Manual labour","Men",10,"white",0,27
"1846","65plus","MARRIED","Lower salariat","Women",4,"white",0,26
"1847","Under30","MARRIED","Routine nonmanual","Women",7,"white",1,20
"1848","30to64","MARRIED","Routine nonmanual","Women",9,"white",0,25
"1849","30to64","SEPARATED OR DIVORCED","Manual labour","Women",7,"white",0,27
"1850","Under30","MARRIED","Routine nonmanual","Women",7,"white",0,22
"1851","65plus","MARRIED","Upper salariat","Men",9,"white",0,22
"1852","30to64","MARRIED","Lower salariat","Women",10,"white",0,23
"1853","Under30","MARRIED","Routine nonmanual","Men",7,"white",0,25
"1854","30to64","MARRIED","Manual labour","Men",6,"white",0,28
"1855","65plus","WIDOWED","Self employed","Women",6,"white",0,24
"1856","30to64","MARRIED","Lower salariat","Men",2,"white",1,23
"1857","Under30","SINGLE","Manual labour","Women",6,"white",0,19
"1858","Under30","MARRIED","Routine nonmanual","Women",7,"white",0,24
"1859","30to64","WIDOWED","Manual labour","Men",6,"white",0,20
"1860","65plus","MARRIED","Lower salariat","Men",7,"white",0,21
"1861","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,30
"1862","30to64","MARRIED","Routine nonmanual","Men",9,"white",0,22
"1863","30to64","SEPARATED OR DIVORCED","Lower salariat","Men",6,"white",0,23
"1864","Under30","MARRIED","Lower salariat","Women",8,"white",0,24
"1865","30to64","MARRIED","Manual labour","Men",9,"white",0,22
"1866","30to64","MARRIED","Upper salariat","Men",9,"white",0,21
"1867","30to64","MARRIED","Lower salariat","Men",10,"white",1,27
"1868","30to64","MARRIED","Routine nonmanual","Men",9,"white",0,25
"1869","30to64","SEPARATED OR DIVORCED","Upper salariat","Women",6,"white",0,22
"1870","30to64","MARRIED","Upper salariat","Men",9,"white",0,23
"1871","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",4,"white",0,18
"1872","30to64","MARRIED","Upper salariat","Men",9,"white",0,22
"1873","30to64","MARRIED","Upper salariat","Men",8,"white",0,23
"1874","30to64","SEPARATED OR DIVORCED","Manual labour","Women",3,"white",0,23
"1875","Under30","SINGLE","Lower salariat","Women",10,"white",0,27
"1876","30to64","MARRIED","Manual labour","Men",7,"white",0,20
"1877","30to64","MARRIED","Lower salariat","Women",9,"white",0,25
"1878","65plus","MARRIED","Manual labour","Men",6,"white",0,25
"1879","65plus","MARRIED","Upper salariat","Men",8,"white",0,20
"1880","65plus","MARRIED","Manual labour","Men",4,"white",0,18
"1881","65plus","WIDOWED","Routine nonmanual","Women",4,"white",0,18
"1882","65plus","WIDOWED","Manual labour","Men",8,"white",1,25
"1883","65plus","WIDOWED","Routine nonmanual","Men",6,"white",0,24
"1884","65plus","MARRIED","Manual labour","Women",4,"white",0,23
"1885","65plus","MARRIED","Manual labour","Men",5,"white",0,26
"1886","65plus","MARRIED","Lower salariat","Men",7,"Nonwhite",0,16
"1887","30to64","MARRIED","Manual labour","Men",5,"white",0,24
"1888","30to64","MARRIED","Manual labour","Women",6,"white",0,27
"1889","30to64","MARRIED","Manual labour","Men",5,"white",1,24
"1890","30to64","MARRIED","Lower salariat","Women",8,"white",0,27
"1891","Under30","MARRIED","Lower salariat","Women",8,"white",0,25
"1892","65plus","WIDOWED","Routine nonmanual","Women",3,"white",0,19
"1893","30to64","MARRIED","Manual labour","Men",8,"white",0,24
"1894","Under30","MARRIED","Lower salariat","Women",5,"white",0,21
"1895","30to64","MARRIED","Routine nonmanual","Women",7,"white",0,26
"1896","30to64","WIDOWED","Manual labour","Women",6,"white",0,22
"1897","Under30","SINGLE","Manual labour","Men",9,"white",1,27
"1898","30to64","SEPARATED OR DIVORCED","Lower salariat","Women",7,"white",0,19
"1899","30to64","MARRIED","Manual labour","Men",5,"white",0,21
"1900","Under30","SINGLE","Routine nonmanual","Men",10,"white",0,22
"1901","Under30","SINGLE","Manual labour","Men",7,"white",0,19
"1902","30to64","SEPARATED OR DIVORCED","Lower salariat","Women",6,"white",0,25
"1903","30to64","MARRIED","Routine nonmanual","Women",9,"white",0,27
"1904","30to64","MARRIED","Manual labour","Women",8,"white",0,24
"1905","65plus","MARRIED","Self employed","Men",7,"white",0,27
"1906","30to64","SEPARATED OR DIVORCED","Manual labour","Men",3,"white",0,17
"1907","65plus","MARRIED","Manual labour","Men",8,"white",0,26
"1908","30to64","SEPARATED OR DIVORCED","Lower salariat","Women",8,"white",0,26
"1909","65plus","MARRIED","Manual labour","Women",6,"white",0,26
"1910","30to64","MARRIED","Lower salariat","Men",8,"white",0,27
"1911","30to64","MARRIED","Lower salariat","Men",9,"white",0,24
"1912","30to64","MARRIED","Manual labour","Men",8,"white",0,24
"1913","30to64","SINGLE","Manual labour","Men",5,"white",0,20
"1914","Under30","MARRIED","Routine nonmanual","Women",7,"white",0,30
"1915","30to64","MARRIED","Manual labour","Men",2,"white",1,22
"1916","30to64","MARRIED","Routine nonmanual","Women",4,"white",0,23
"1917","65plus","MARRIED","Manual labour","Women",6,"white",1,27
"1918","65plus","WIDOWED","Routine nonmanual","Men",4,"white",0,27
"1919","30to64","SINGLE","Lower salariat","Men",5,"white",0,24
"1920","30to64","SEPARATED OR DIVORCED","Upper salariat","Women",8,"white",0,28
"1921","Under30","SINGLE","Manual labour","Men",10,"white",0,22
"1922","30to64","MARRIED","Upper salariat","Women",10,"white",1,24
"1923","30to64","MARRIED","Manual labour","Women",8,"white",0,26
"1924","Under30","SINGLE","Routine nonmanual","Women",5,"white",0,25
"1925","Under30","MARRIED","Lower salariat","Women",9,"white",0,27
"1926","65plus","MARRIED","Manual labour","Men",8,"white",0,27
"1927","65plus","MARRIED","Manual labour","Men",7,"white",0,26
"1928","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,28
"1929","30to64","MARRIED","Upper salariat","Women",7,"white",0,25
"1930","65plus","SEPARATED OR DIVORCED","Manual labour","Men",4,"white",0,27
"1931","30to64","MARRIED","Lower salariat","Women",9,"white",1,22
"1932","30to64","SEPARATED OR DIVORCED","Manual labour","Men",7,"white",0,21
"1933","30to64","WIDOWED","Upper salariat","Women",8,"white",0,30
"1934","30to64","WIDOWED","Manual labour","Women",6,"white",0,22
"1935","30to64","MARRIED","Lower salariat","Men",8,"white",0,26
"1936","30to64","SEPARATED OR DIVORCED","Lower salariat","Women",8,"white",1,20
"1937","30to64","MARRIED","Lower salariat","Women",9,"white",0,27
"1938","65plus","MARRIED","Lower salariat","Men",10,"white",0,28
"1939","Under30","SINGLE","Manual labour","Men",6,"white",0,25
"1940","30to64","MARRIED","Upper salariat","Men",9,"white",1,26
"1941","65plus","MARRIED","Manual labour","Men",7,"white",0,23
"1942","Under30","MARRIED","Manual labour","Men",8,"white",0,20
"1943","Under30","MARRIED","Upper salariat","Women",9,"white",0,26
"1944","65plus","WIDOWED","Lower salariat","Women",7,"white",0,25
"1945","Under30","SINGLE","Lower salariat","Men",4,"white",0,20
"1946","30to64","MARRIED","Lower salariat","Men",1,"white",0,28
"1947","30to64","MARRIED","Lower salariat","Women",7,"white",0,21
"1948","Under30","MARRIED","Lower salariat","Women",8,"white",0,24
"1949","30to64","MARRIED","Manual labour","Men",8,"white",0,25
"1950","30to64","SINGLE","Manual labour","Women",4,"white",0,24
"1951","30to64","SINGLE","Lower salariat","Men",8,"white",0,22
"1952","30to64","WIDOWED","Lower salariat","Women",8,"white",0,23
"1953","30to64","MARRIED","Manual labour","Men",8,"white",0,27
"1954","Under30","MARRIED","Manual labour","Men",8,"white",0,25
"1955","65plus","SEPARATED OR DIVORCED","Manual labour","Men",4,"white",1,21
"1956","65plus","SEPARATED OR DIVORCED","Lower salariat","Women",7,"white",1,28
"1957","65plus","WIDOWED","Manual labour","Women",6,"white",0,30
"1958","65plus","WIDOWED","Manual labour","Women",5,"white",0,21
"1959","65plus","WIDOWED","Upper salariat","Women",4,"white",0,21
"1960","65plus","WIDOWED","Routine nonmanual","Women",10,"white",0,21
"1961","65plus","WIDOWED","Routine nonmanual","Women",5,"white",0,18
"1962","30to64","MARRIED","Manual labour","Men",8,"white",0,27
"1963","Under30","SINGLE","Self employed","Women",7,"white",0,20
"1964","30to64","WIDOWED","Manual labour","Men",5,"white",0,17
"1965","30to64","MARRIED","Lower salariat","Men",6,"white",1,23
"1966","30to64","MARRIED","Routine nonmanual","Women",9,"white",0,24
"1967","65plus","WIDOWED","Lower salariat","Women",7,"white",0,19
"1968","30to64","SEPARATED OR DIVORCED","Manual labour","Women",7,"white",0,23
"1969","65plus","WIDOWED","Routine nonmanual","Men",5,"white",0,28
"1970","30to64","SEPARATED OR DIVORCED","Manual labour","Men",8,"white",1,24
"1971","30to64","MARRIED","Upper salariat","Men",8,"white",0,23
"1972","Under30","MARRIED","Manual labour","Men",8,"white",0,24
"1973","30to64","MARRIED","Upper salariat","Women",10,"white",0,25
"1974","30to64","MARRIED","Lower salariat","Women",9,"white",1,20
"1975","Under30","SINGLE","Routine nonmanual","Women",6,"white",1,21
"1976","30to64","SINGLE","Manual labour","Men",8,"white",0,22
"1977","30to64","MARRIED","Upper salariat","Men",10,"white",1,26
"1978","30to64","MARRIED","Self employed","Women",5,"white",0,22
"1979","30to64","MARRIED","Lower salariat","Men",9,"white",0,22
"1980","Under30","MARRIED","Lower salariat","Men",10,"white",1,25
"1981","30to64","MARRIED","Upper salariat","Men",7,"white",1,18
"1982","30to64","MARRIED","Upper salariat","Women",8,"white",0,27
"1983","65plus","MARRIED","Routine nonmanual","Women",8,"white",0,25
"1984","65plus","MARRIED","Routine nonmanual","Women",7,"white",0,28
"1985","65plus","WIDOWED","Manual labour","Women",6,"white",0,23
"1986","30to64","MARRIED","Manual labour","Men",9,"white",0,26
"1987","Under30","SINGLE","Upper salariat","Men",10,"white",0,20
"1988","30to64","SINGLE","Manual labour","Men",8,"white",0,24
"1989","65plus","MARRIED","Routine nonmanual","Men",8,"white",0,24
"1990","65plus","WIDOWED","Upper salariat","Women",4,"white",0,21
"1991","65plus","SINGLE","Routine nonmanual","Women",4,"white",0,25
"1992","30to64","MARRIED","Routine nonmanual","Men",8,"white",0,26
"1993","30to64","MARRIED","Routine nonmanual","Men",8,"white",0,21
"1994","30to64","MARRIED","Lower salariat","Women",8,"white",0,24
"1995","Under30","SINGLE","Manual labour","Women",3,"white",0,23
"1996","30to64","MARRIED","Manual labour","Women",5,"white",0,22
"1997","30to64","MARRIED","Manual labour","Women",6,"white",0,30
"1998","30to64","MARRIED","Manual labour","Women",8,"white",0,23
"1999","30to64","MARRIED","Manual labour","Men",6,"white",0,23
"2000","30to64","MARRIED","Lower salariat","Women",5,"white",0,25
"2001","30to64","MARRIED","Upper salariat","Men",9,"white",0,24
"2002","30to64","MARRIED","Routine nonmanual","Women",6,"white",0,24
"2003","30to64","SEPARATED OR DIVORCED","Upper salariat","Women",5,"white",0,26
